Java Model MCSS (Evan & Shalitha),,,,,,,,,,,,,,,,,,,,,,,,
Rebellion,,,,,,,,,,,,,,,,,,,,,,,,
Rebellion experiment 16 (Java),,,,,,,,,,,,,,,,,,,,,,,,
Wed May 23 16:09:26 AEST 2018,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,
0,39,0,39,,,,,,,,,,,,,,,,,,,,,
[run number],1,1,1,,,,,,,,,,,,,,,,,,,,,
government-legitimacy,0.2,,,,,,,,,,,,,,,,,,,,,,,
movement?,TRUE,,,,,,,,,,,,,,,,,,,,,,,
initial-agent-density,70,,,,,,,,,,,,,,,,,,,,,,,
vision,7,,,,,,,,,,,,,,,,,,,,,,,
max-jail-term,10,,,,,,,,,,,,,,,,,,,,,,,
visualization, N/A,,,,,,,,,,,,,,,,,,,,,,,
initial-cop-density,5,,,,,,,,,,,,,,,,,,,,,,,
[reporter],JAILED,ACTIVE,QUIET,COPS,,,,,,,,,,,,,,,,,,,,
[final],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,[min]
[max],,,,,,,,,,,,,,,,,,,,,,,,
[mean],,,,,,,,,,,,,,,,,,,,,,,,
[steps],2000,2000,2000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
[all run data],JAILED,ACTIVE,QUIET,COPS,,,,,,,,,,,,,,,,,,,,
,0,854,266,80,,,,,,,,,,,,,,,,,,,,
,63,915,142,80,,,,,,,,,,,,,,,,,,,,
,113,865,142,80,,,,,,,,,,,,,,,,,,,,
,156,822,142,80,,,,,,,,,,,,,,,,,,,,
,200,778,142,80,,,,,,,,,,,,,,,,,,,,
,220,758,142,80,,,,,,,,,,,,,,,,,,,,
,254,724,142,80,,,,,,,,,,,,,,,,,,,,
,280,698,142,80,,,,,,,,,,,,,,,,,,,,
,297,681,142,80,,,,,,,,,,,,,,,,,,,,
,294,683,143,80,,,,,,,,,,,,,,,,,,,,
,286,691,143,80,,,,,,,,,,,,,,,,,,,,
,287,690,143,80,,,,,,,,,,,,,,,,,,,,
,282,695,143,80,,,,,,,,,,,,,,,,,,,,
,291,686,143,80,,,,,,,,,,,,,,,,,,,,
,287,690,143,80,,,,,,,,,,,,,,,,,,,,
,290,687,143,80,,,,,,,,,,,,,,,,,,,,
,286,691,143,80,,,,,,,,,,,,,,,,,,,,
,285,692,143,80,,,,,,,,,,,,,,,,,,,,
,282,692,146,80,,,,,,,,,,,,,,,,,,,,
,286,688,146,80,,,,,,,,,,,,,,,,,,,,
,282,692,146,80,,,,,,,,,,,,,,,,,,,,
,286,688,146,80,,,,,,,,,,,,,,,,,,,,
,278,696,146,80,,,,,,,,,,,,,,,,,,,,
,289,684,147,80,,,,,,,,,,,,,,,,,,,,
,295,677,148,80,,,,,,,,,,,,,,,,,,,,
,317,654,149,80,,,,,,,,,,,,,,,,,,,,
,314,657,149,80,,,,,,,,,,,,,,,,,,,,
,307,664,149,80,,,,,,,,,,,,,,,,,,,,
,309,661,150,80,,,,,,,,,,,,,,,,,,,,
,292,678,150,80,,,,,,,,,,,,,,,,,,,,
,302,665,153,80,,,,,,,,,,,,,,,,,,,,
,302,665,153,80,,,,,,,,,,,,,,,,,,,,
,295,671,154,80,,,,,,,,,,,,,,,,,,,,
,281,684,155,80,,,,,,,,,,,,,,,,,,,,
,277,688,155,80,,,,,,,,,,,,,,,,,,,,
,282,682,156,80,,,,,,,,,,,,,,,,,,,,
,276,686,158,80,,,,,,,,,,,,,,,,,,,,
,276,685,159,80,,,,,,,,,,,,,,,,,,,,
,275,686,159,80,,,,,,,,,,,,,,,,,,,,
,280,681,159,80,,,,,,,,,,,,,,,,,,,,
,287,673,160,80,,,,,,,,,,,,,,,,,,,,
,297,663,160,80,,,,,,,,,,,,,,,,,,,,
,284,675,161,80,,,,,,,,,,,,,,,,,,,,
,290,669,161,80,,,,,,,,,,,,,,,,,,,,
,290,669,161,80,,,,,,,,,,,,,,,,,,,,
,286,673,161,80,,,,,,,,,,,,,,,,,,,,
,294,664,162,80,,,,,,,,,,,,,,,,,,,,
,301,657,162,80,,,,,,,,,,,,,,,,,,,,
,294,664,162,80,,,,,,,,,,,,,,,,,,,,
,302,656,162,80,,,,,,,,,,,,,,,,,,,,
,303,655,162,80,,,,,,,,,,,,,,,,,,,,
,311,647,162,80,,,,,,,,,,,,,,,,,,,,
,310,648,162,80,,,,,,,,,,,,,,,,,,,,
,302,655,163,80,,,,,,,,,,,,,,,,,,,,
,298,659,163,80,,,,,,,,,,,,,,,,,,,,
,295,661,164,80,,,,,,,,,,,,,,,,,,,,
,292,664,164,80,,,,,,,,,,,,,,,,,,,,
,286,669,165,80,,,,,,,,,,,,,,,,,,,,
,279,675,166,80,,,,,,,,,,,,,,,,,,,,
,282,672,166,80,,,,,,,,,,,,,,,,,,,,
,275,679,166,80,,,,,,,,,,,,,,,,,,,,
,292,661,167,80,,,,,,,,,,,,,,,,,,,,
,285,668,167,80,,,,,,,,,,,,,,,,,,,,
,287,666,167,80,,,,,,,,,,,,,,,,,,,,
,289,663,168,80,,,,,,,,,,,,,,,,,,,,
,277,675,168,80,,,,,,,,,,,,,,,,,,,,
,288,664,168,80,,,,,,,,,,,,,,,,,,,,
,303,648,169,80,,,,,,,,,,,,,,,,,,,,
,302,649,169,80,,,,,,,,,,,,,,,,,,,,
,313,635,172,80,,,,,,,,,,,,,,,,,,,,
,303,645,172,80,,,,,,,,,,,,,,,,,,,,
,296,652,172,80,,,,,,,,,,,,,,,,,,,,
,293,655,172,80,,,,,,,,,,,,,,,,,,,,
,297,651,172,80,,,,,,,,,,,,,,,,,,,,
,289,657,174,80,,,,,,,,,,,,,,,,,,,,
,294,652,174,80,,,,,,,,,,,,,,,,,,,,
,293,651,176,80,,,,,,,,,,,,,,,,,,,,
,294,649,177,80,,,,,,,,,,,,,,,,,,,,
,297,646,177,80,,,,,,,,,,,,,,,,,,,,
,286,657,177,80,,,,,,,,,,,,,,,,,,,,
,269,674,177,80,,,,,,,,,,,,,,,,,,,,
,264,679,177,80,,,,,,,,,,,,,,,,,,,,
,283,658,179,80,,,,,,,,,,,,,,,,,,,,
,271,669,180,80,,,,,,,,,,,,,,,,,,,,
,274,666,180,80,,,,,,,,,,,,,,,,,,,,
,265,675,180,80,,,,,,,,,,,,,,,,,,,,
,267,673,180,80,,,,,,,,,,,,,,,,,,,,
,268,672,180,80,,,,,,,,,,,,,,,,,,,,
,275,664,181,80,,,,,,,,,,,,,,,,,,,,
,282,657,181,80,,,,,,,,,,,,,,,,,,,,
,285,654,181,80,,,,,,,,,,,,,,,,,,,,
,290,649,181,80,,,,,,,,,,,,,,,,,,,,
,299,639,182,80,,,,,,,,,,,,,,,,,,,,
,304,634,182,80,,,,,,,,,,,,,,,,,,,,
,309,629,182,80,,,,,,,,,,,,,,,,,,,,
,307,631,182,80,,,,,,,,,,,,,,,,,,,,
,309,628,183,80,,,,,,,,,,,,,,,,,,,,
,299,638,183,80,,,,,,,,,,,,,,,,,,,,
,299,638,183,80,,,,,,,,,,,,,,,,,,,,
,284,653,183,80,,,,,,,,,,,,,,,,,,,,
,296,641,183,80,,,,,,,,,,,,,,,,,,,,
,286,651,183,80,,,,,,,,,,,,,,,,,,,,
,279,657,184,80,,,,,,,,,,,,,,,,,,,,
,264,671,185,80,,,,,,,,,,,,,,,,,,,,
,258,677,185,80,,,,,,,,,,,,,,,,,,,,
,261,671,188,80,,,,,,,,,,,,,,,,,,,,
,277,655,188,80,,,,,,,,,,,,,,,,,,,,
,291,641,188,80,,,,,,,,,,,,,,,,,,,,
,291,640,189,80,,,,,,,,,,,,,,,,,,,,
,302,629,189,80,,,,,,,,,,,,,,,,,,,,
,304,627,189,80,,,,,,,,,,,,,,,,,,,,
,292,639,189,80,,,,,,,,,,,,,,,,,,,,
,293,637,190,80,,,,,,,,,,,,,,,,,,,,
,300,629,191,80,,,,,,,,,,,,,,,,,,,,
,293,636,191,80,,,,,,,,,,,,,,,,,,,,
,295,634,191,80,,,,,,,,,,,,,,,,,,,,
,293,633,194,80,,,,,,,,,,,,,,,,,,,,
,282,642,196,80,,,,,,,,,,,,,,,,,,,,
,281,643,196,80,,,,,,,,,,,,,,,,,,,,
,279,644,197,80,,,,,,,,,,,,,,,,,,,,
,285,636,199,80,,,,,,,,,,,,,,,,,,,,
,282,638,200,80,,,,,,,,,,,,,,,,,,,,
,303,617,200,80,,,,,,,,,,,,,,,,,,,,
,301,618,201,80,,,,,,,,,,,,,,,,,,,,
,303,616,201,80,,,,,,,,,,,,,,,,,,,,
,309,609,202,80,,,,,,,,,,,,,,,,,,,,
,301,613,206,80,,,,,,,,,,,,,,,,,,,,
,310,604,206,80,,,,,,,,,,,,,,,,,,,,
,291,622,207,80,,,,,,,,,,,,,,,,,,,,
,287,626,207,80,,,,,,,,,,,,,,,,,,,,
,285,628,207,80,,,,,,,,,,,,,,,,,,,,
,290,622,208,80,,,,,,,,,,,,,,,,,,,,
,291,619,210,80,,,,,,,,,,,,,,,,,,,,
,283,627,210,80,,,,,,,,,,,,,,,,,,,,
,302,608,210,80,,,,,,,,,,,,,,,,,,,,
,297,613,210,80,,,,,,,,,,,,,,,,,,,,
,297,613,210,80,,,,,,,,,,,,,,,,,,,,
,290,618,212,80,,,,,,,,,,,,,,,,,,,,
,281,625,214,80,,,,,,,,,,,,,,,,,,,,
,280,626,214,80,,,,,,,,,,,,,,,,,,,,
,280,625,215,80,,,,,,,,,,,,,,,,,,,,
,282,623,215,80,,,,,,,,,,,,,,,,,,,,
,295,608,217,80,,,,,,,,,,,,,,,,,,,,
,288,615,217,80,,,,,,,,,,,,,,,,,,,,
,280,623,217,80,,,,,,,,,,,,,,,,,,,,
,278,624,218,80,,,,,,,,,,,,,,,,,,,,
,285,615,220,80,,,,,,,,,,,,,,,,,,,,
,292,607,221,80,,,,,,,,,,,,,,,,,,,,
,282,616,222,80,,,,,,,,,,,,,,,,,,,,
,292,605,223,80,,,,,,,,,,,,,,,,,,,,
,295,602,223,80,,,,,,,,,,,,,,,,,,,,
,295,601,224,80,,,,,,,,,,,,,,,,,,,,
,296,600,224,80,,,,,,,,,,,,,,,,,,,,
,307,589,224,80,,,,,,,,,,,,,,,,,,,,
,289,607,224,80,,,,,,,,,,,,,,,,,,,,
,280,614,226,80,,,,,,,,,,,,,,,,,,,,
,286,605,229,80,,,,,,,,,,,,,,,,,,,,
,281,609,230,80,,,,,,,,,,,,,,,,,,,,
,284,604,232,80,,,,,,,,,,,,,,,,,,,,
,276,611,233,80,,,,,,,,,,,,,,,,,,,,
,276,609,235,80,,,,,,,,,,,,,,,,,,,,
,278,605,237,80,,,,,,,,,,,,,,,,,,,,
,277,605,238,80,,,,,,,,,,,,,,,,,,,,
,264,618,238,80,,,,,,,,,,,,,,,,,,,,
,287,595,238,80,,,,,,,,,,,,,,,,,,,,
,291,591,238,80,,,,,,,,,,,,,,,,,,,,
,300,582,238,80,,,,,,,,,,,,,,,,,,,,
,290,590,240,80,,,,,,,,,,,,,,,,,,,,
,293,587,240,80,,,,,,,,,,,,,,,,,,,,
,295,585,240,80,,,,,,,,,,,,,,,,,,,,
,291,589,240,80,,,,,,,,,,,,,,,,,,,,
,286,593,241,80,,,,,,,,,,,,,,,,,,,,
,285,594,241,80,,,,,,,,,,,,,,,,,,,,
,280,597,243,80,,,,,,,,,,,,,,,,,,,,
,274,603,243,80,,,,,,,,,,,,,,,,,,,,
,287,587,246,80,,,,,,,,,,,,,,,,,,,,
,281,592,247,80,,,,,,,,,,,,,,,,,,,,
,281,591,248,80,,,,,,,,,,,,,,,,,,,,
,293,578,249,80,,,,,,,,,,,,,,,,,,,,
,302,568,250,80,,,,,,,,,,,,,,,,,,,,
,310,559,251,80,,,,,,,,,,,,,,,,,,,,
,295,573,252,80,,,,,,,,,,,,,,,,,,,,
,284,582,254,80,,,,,,,,,,,,,,,,,,,,
,294,570,256,80,,,,,,,,,,,,,,,,,,,,
,278,585,257,80,,,,,,,,,,,,,,,,,,,,
,273,590,257,80,,,,,,,,,,,,,,,,,,,,
,279,578,263,80,,,,,,,,,,,,,,,,,,,,
,286,568,266,80,,,,,,,,,,,,,,,,,,,,
,276,573,271,80,,,,,,,,,,,,,,,,,,,,
,279,568,273,80,,,,,,,,,,,,,,,,,,,,
,290,556,274,80,,,,,,,,,,,,,,,,,,,,
,283,561,276,80,,,,,,,,,,,,,,,,,,,,
,289,555,276,80,,,,,,,,,,,,,,,,,,,,
,291,550,279,80,,,,,,,,,,,,,,,,,,,,
,301,539,280,80,,,,,,,,,,,,,,,,,,,,
,274,566,280,80,,,,,,,,,,,,,,,,,,,,
,268,572,280,80,,,,,,,,,,,,,,,,,,,,
,268,571,281,80,,,,,,,,,,,,,,,,,,,,
,277,561,282,80,,,,,,,,,,,,,,,,,,,,
,286,551,283,80,,,,,,,,,,,,,,,,,,,,
,287,548,285,80,,,,,,,,,,,,,,,,,,,,
,287,548,285,80,,,,,,,,,,,,,,,,,,,,
,284,551,285,80,,,,,,,,,,,,,,,,,,,,
,291,543,286,80,,,,,,,,,,,,,,,,,,,,
,284,550,286,80,,,,,,,,,,,,,,,,,,,,
,293,540,287,80,,,,,,,,,,,,,,,,,,,,
,303,526,291,80,,,,,,,,,,,,,,,,,,,,
,298,530,292,80,,,,,,,,,,,,,,,,,,,,
,280,544,296,80,,,,,,,,,,,,,,,,,,,,
,282,540,298,80,,,,,,,,,,,,,,,,,,,,
,289,530,301,80,,,,,,,,,,,,,,,,,,,,
,293,525,302,80,,,,,,,,,,,,,,,,,,,,
,299,518,303,80,,,,,,,,,,,,,,,,,,,,
,299,517,304,80,,,,,,,,,,,,,,,,,,,,
,295,520,305,80,,,,,,,,,,,,,,,,,,,,
,293,522,305,80,,,,,,,,,,,,,,,,,,,,
,291,522,307,80,,,,,,,,,,,,,,,,,,,,
,292,517,311,80,,,,,,,,,,,,,,,,,,,,
,292,517,311,80,,,,,,,,,,,,,,,,,,,,
,288,519,313,80,,,,,,,,,,,,,,,,,,,,
,294,513,313,80,,,,,,,,,,,,,,,,,,,,
,297,510,313,80,,,,,,,,,,,,,,,,,,,,
,300,507,313,80,,,,,,,,,,,,,,,,,,,,
,300,505,315,80,,,,,,,,,,,,,,,,,,,,
,289,512,319,80,,,,,,,,,,,,,,,,,,,,
,295,503,322,80,,,,,,,,,,,,,,,,,,,,
,288,507,325,80,,,,,,,,,,,,,,,,,,,,
,289,502,329,80,,,,,,,,,,,,,,,,,,,,
,302,487,331,80,,,,,,,,,,,,,,,,,,,,
,305,483,332,80,,,,,,,,,,,,,,,,,,,,
,309,477,334,80,,,,,,,,,,,,,,,,,,,,
,301,482,337,80,,,,,,,,,,,,,,,,,,,,
,303,479,338,80,,,,,,,,,,,,,,,,,,,,
,291,489,340,80,,,,,,,,,,,,,,,,,,,,
,278,501,341,80,,,,,,,,,,,,,,,,,,,,
,291,487,342,80,,,,,,,,,,,,,,,,,,,,
,301,476,343,80,,,,,,,,,,,,,,,,,,,,
,309,467,344,80,,,,,,,,,,,,,,,,,,,,
,305,467,348,80,,,,,,,,,,,,,,,,,,,,
,298,474,348,80,,,,,,,,,,,,,,,,,,,,
,309,461,350,80,,,,,,,,,,,,,,,,,,,,
,305,463,352,80,,,,,,,,,,,,,,,,,,,,
,291,477,352,80,,,,,,,,,,,,,,,,,,,,
,287,478,355,80,,,,,,,,,,,,,,,,,,,,
,283,482,355,80,,,,,,,,,,,,,,,,,,,,
,276,485,359,80,,,,,,,,,,,,,,,,,,,,
,272,487,361,80,,,,,,,,,,,,,,,,,,,,
,268,491,361,80,,,,,,,,,,,,,,,,,,,,
,283,474,363,80,,,,,,,,,,,,,,,,,,,,
,290,463,367,80,,,,,,,,,,,,,,,,,,,,
,283,467,370,80,,,,,,,,,,,,,,,,,,,,
,271,478,371,80,,,,,,,,,,,,,,,,,,,,
,276,471,373,80,,,,,,,,,,,,,,,,,,,,
,269,474,377,80,,,,,,,,,,,,,,,,,,,,
,278,464,378,80,,,,,,,,,,,,,,,,,,,,
,278,461,381,80,,,,,,,,,,,,,,,,,,,,
,290,447,383,80,,,,,,,,,,,,,,,,,,,,
,280,456,384,80,,,,,,,,,,,,,,,,,,,,
,281,452,387,80,,,,,,,,,,,,,,,,,,,,
,294,435,391,80,,,,,,,,,,,,,,,,,,,,
,290,437,393,80,,,,,,,,,,,,,,,,,,,,
,303,424,393,80,,,,,,,,,,,,,,,,,,,,
,287,437,396,80,,,,,,,,,,,,,,,,,,,,
,281,440,399,80,,,,,,,,,,,,,,,,,,,,
,277,439,404,80,,,,,,,,,,,,,,,,,,,,
,276,435,409,80,,,,,,,,,,,,,,,,,,,,
,270,439,411,80,,,,,,,,,,,,,,,,,,,,
,270,437,413,80,,,,,,,,,,,,,,,,,,,,
,276,429,415,80,,,,,,,,,,,,,,,,,,,,
,273,428,419,80,,,,,,,,,,,,,,,,,,,,
,288,407,425,80,,,,,,,,,,,,,,,,,,,,
,279,412,429,80,,,,,,,,,,,,,,,,,,,,
,278,410,432,80,,,,,,,,,,,,,,,,,,,,
,292,389,439,80,,,,,,,,,,,,,,,,,,,,
,289,389,442,80,,,,,,,,,,,,,,,,,,,,
,294,382,444,80,,,,,,,,,,,,,,,,,,,,
,304,368,448,80,,,,,,,,,,,,,,,,,,,,
,297,372,451,80,,,,,,,,,,,,,,,,,,,,
,291,376,453,80,,,,,,,,,,,,,,,,,,,,
,294,367,459,80,,,,,,,,,,,,,,,,,,,,
,283,374,463,80,,,,,,,,,,,,,,,,,,,,
,291,364,465,80,,,,,,,,,,,,,,,,,,,,
,285,368,467,80,,,,,,,,,,,,,,,,,,,,
,297,353,470,80,,,,,,,,,,,,,,,,,,,,
,296,352,472,80,,,,,,,,,,,,,,,,,,,,
,299,346,475,80,,,,,,,,,,,,,,,,,,,,
,301,342,477,80,,,,,,,,,,,,,,,,,,,,
,288,350,482,80,,,,,,,,,,,,,,,,,,,,
,288,346,486,80,,,,,,,,,,,,,,,,,,,,
,284,343,493,80,,,,,,,,,,,,,,,,,,,,
,281,343,496,80,,,,,,,,,,,,,,,,,,,,
,287,334,499,80,,,,,,,,,,,,,,,,,,,,
,296,320,504,80,,,,,,,,,,,,,,,,,,,,
,304,305,511,80,,,,,,,,,,,,,,,,,,,,
,296,308,516,80,,,,,,,,,,,,,,,,,,,,
,293,305,522,80,,,,,,,,,,,,,,,,,,,,
,309,287,524,80,,,,,,,,,,,,,,,,,,,,
,289,303,528,80,,,,,,,,,,,,,,,,,,,,
,283,304,533,80,,,,,,,,,,,,,,,,,,,,
,282,299,539,80,,,,,,,,,,,,,,,,,,,,
,278,295,547,80,,,,,,,,,,,,,,,,,,,,
,282,285,553,80,,,,,,,,,,,,,,,,,,,,
,272,288,560,80,,,,,,,,,,,,,,,,,,,,
,283,274,563,80,,,,,,,,,,,,,,,,,,,,
,273,271,576,80,,,,,,,,,,,,,,,,,,,,
,281,257,582,80,,,,,,,,,,,,,,,,,,,,
,296,228,596,80,,,,,,,,,,,,,,,,,,,,
,287,221,612,80,,,,,,,,,,,,,,,,,,,,
,284,228,608,80,,,,,,,,,,,,,,,,,,,,
,275,228,617,80,,,,,,,,,,,,,,,,,,,,
,287,189,644,80,,,,,,,,,,,,,,,,,,,,
,294,151,675,80,,,,,,,,,,,,,,,,,,,,
,289,92,739,80,,,,,,,,,,,,,,,,,,,,
,277,38,805,80,,,,,,,,,,,,,,,,,,,,
,241,16,863,80,,,,,,,,,,,,,,,,,,,,
,196,0,924,80,,,,,,,,,,,,,,,,,,,,
,150,2,968,80,,,,,,,,,,,,,,,,,,,,
,110,3,1007,80,,,,,,,,,,,,,,,,,,,,
,79,5,1036,80,,,,,,,,,,,,,,,,,,,,
,49,3,1068,80,,,,,,,,,,,,,,,,,,,,
,34,1,1085,80,,,,,,,,,,,,,,,,,,,,
,18,2,1100,80,,,,,,,,,,,,,,,,,,,,
,11,4,1105,80,,,,,,,,,,,,,,,,,,,,
,9,4,1107,80,,,,,,,,,,,,,,,,,,,,
,12,1,1107,80,,,,,,,,,,,,,,,,,,,,
,11,2,1107,80,,,,,,,,,,,,,,,,,,,,
,9,3,1108,80,,,,,,,,,,,,,,,,,,,,
,10,2,1108,80,,,,,,,,,,,,,,,,,,,,
,8,3,1109,80,,,,,,,,,,,,,,,,,,,,
,8,3,1109,80,,,,,,,,,,,,,,,,,,,,
,11,0,1109,80,,,,,,,,,,,,,,,,,,,,
,7,4,1109,80,,,,,,,,,,,,,,,,,,,,
,7,0,1113,80,,,,,,,,,,,,,,,,,,,,
,6,1,1113,80,,,,,,,,,,,,,,,,,,,,
,6,1,1113,80,,,,,,,,,,,,,,,,,,,,
,7,0,1113,80,,,,,,,,,,,,,,,,,,,,
,4,2,1114,80,,,,,,,,,,,,,,,,,,,,
,4,0,1116,80,,,,,,,,,,,,,,,,,,,,
,4,0,1116,80,,,,,,,,,,,,,,,,,,,,
,3,1,1116,80,,,,,,,,,,,,,,,,,,,,
,3,0,1117,80,,,,,,,,,,,,,,,,,,,,
,1,0,1119,80,,,,,,,,,,,,,,,,,,,,
,1,0,1119,80,,,,,,,,,,,,,,,,,,,,
,1,0,1119,80,,,,,,,,,,,,,,,,,,,,
,1,0,1119,80,,,,,,,,,,,,,,,,,,,,
,1,0,1119,80,,,,,,,,,,,,,,,,,,,,
,1,0,1119,80,,,,,,,,,,,,,,,,,,,,
,0,0,1120,80,,,,,,,,,,,,,,,,,,,,
,0,0,1120,80,,,,,,,,,,,,,,,,,,,,
